STARTIME,Start Time,TRIPTIME,Mode_Group,Mode,Mode2,STOPS,Number of Stops
830,1900-01-00 13:50,5,Vehicle Passenger,Car,Car,1,1
1020,1900-01-00 17:00,5,Vehicle Passenger,Car,Car,1,1
1350,1900-01-00 22:30,5,Vehicle Passenger,Car,Car,1,1
815,1900-01-00 13:35,20,Tram,Tram,PT,3,3+
880,1900-01-00 14:40,45,Train,Train,PT,3,3+
580,1900-01-00 9:40,30,Vehicle Passenger,Car,Car,1,1
580,1900-01-00 9:40,30,Vehicle Driver,Car,Car,1,1
680,1900-01-00 11:20,70,Vehicle Passenger,Car,Car,1,1
900,1900-01-00 15:00,20,Vehicle Passenger,Car,Car,1,1
950,1900-01-00 15:50,70,Vehicle Passenger,Car,Car,1,1
690,1900-01-00 11:30,75,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,50,Vehicle Driver,Car,Car,1,1
1125,1900-01-00 18:45,10,Vehicle Passenger,Car,Car,1,1
1340,1900-01-00 22:20,20,Vehicle Passenger,Car,Car,1,1
1420,1900-01-00 23:40,50,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,75,Vehicle Passenger,Car,Car,1,1
1050,1900-01-00 17:30,50,Vehicle Passenger,Car,Car,1,1
1125,1900-01-00 18:45,10,Vehicle Passenger,Car,Car,1,1
1340,1900-01-00 22:20,20,Vehicle Passenger,Car,Car,1,1
1420,1900-01-00 23:40,50,Vehicle Passenger,Car,Car,1,1
1065,1900-01-00 17:45,15,Vehicle Driver,Car,Car,1,1
1081,1900-01-00 18:01,9,Vehicle Driver,Car,Car,1,1
1395,1900-01-00 23:15,15,Vehicle Driver,Car,Car,1,1
1425,1900-01-00 23:45,15,Vehicle Driver,Car,Car,1,1
680,1900-01-00 11:20,10,Vehicle Driver,Car,Car,1,1
885,1900-01-00 14:45,45,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,30,Vehicle Driver,Car,Car,1,1
885,1900-01-00 14:45,45,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,30,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,15,Vehicle Driver,Car,Car,1,1
735,1900-01-00 12:15,15,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,15,Vehicle Driver,Car,Car,1,1
645,1900-01-00 10:45,30,Vehicle Driver,Car,Car,1,1
885,1900-01-00 14:45,15,Vehicle Passenger,Car,Car,1,1
1065,1900-01-00 17:45,20,Vehicle Passenger,Car,Car,1,1
885,1900-01-00 14:45,15,Vehicle Passenger,Car,Car,1,1
1065,1900-01-00 17:45,20,Vehicle Driver,Car,Car,1,1
497,1900-01-00 8:17,21,Tram,Tram,PT,3,3+
1040,1900-01-00 17:20,25,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,15,Vehicle Driver,Car,Car,1,1
1040,1900-01-00 17:20,25,Vehicle Passenger,Car,Car,1,1
1110,1900-01-00 18:30,15,Vehicle Passenger,Car,Car,1,1
1045,1900-01-00 17:25,15,Vehicle Driver,Car,Car,1,1
1075,1900-01-00 17:55,10,Vehicle Driver,Car,Car,1,1
1045,1900-01-00 17:25,15,Vehicle Passenger,Car,Car,1,1
1075,1900-01-00 17:55,10,Vehicle Passenger,Car,Car,1,1
660,1900-01-00 11:00,30,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,10,Vehicle Driver,Car,Car,1,1
1160,1900-01-00 19:20,10,Vehicle Driver,Car,Car,1,1
890,1900-01-00 14:50,40,Vehicle Passenger,Car,Car,1,1
932,1900-01-00 15:32,13,Vehicle Passenger,Car,Car,1,1
890,1900-01-00 14:50,40,Vehicle Driver,Car,Car,1,1
932,1900-01-00 15:32,13,Vehicle Driver,Car,Car,1,1
890,1900-01-00 14:50,40,Vehicle Passenger,Car,Car,1,1
932,1900-01-00 15:32,13,Vehicle Passenger,Car,Car,1,1
680,1900-01-00 11:20,15,Walking,Walking,Walking,1,1
670,1900-01-00 11:10,35,Bus,Bus,PT,3,3+
780,1900-01-00 13:00,15,Vehicle Passenger,Car,Car,1,1
670,1900-01-00 11:10,35,Bus,Bus,PT,3,3+
780,1900-01-00 13:00,15,Vehicle Passenger,Car,Car,1,1
670,1900-01-00 11:10,35,Bus,Bus,PT,3,3+
780,1900-01-00 13:00,15,Vehicle Passenger,Car,Car,1,1
1050,1900-01-00 17:30,30,Vehicle Driver,Car,Car,1,1
1215,1900-01-00 20:15,45,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,30,Vehicle Passenger,Car,Car,1,1
1215,1900-01-00 20:15,45,Vehicle Passenger,Car,Car,1,1
1050,1900-01-00 17:30,30,Vehicle Passenger,Car,Car,1,1
1215,1900-01-00 20:15,45,Vehicle Passenger,Car,Car,1,1
1050,1900-01-00 17:30,30,Vehicle Passenger,Car,Car,1,1
1215,1900-01-00 20:15,45,Vehicle Passenger,Car,Car,1,1
630,1900-01-00 10:30,20,Vehicle Driver,Car,Car,1,1
945,1900-01-00 15:45,45,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,30,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,15,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,30,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,15,Vehicle Passenger,Car,Car,1,1
1035,1900-01-00 17:15,55,Vehicle Driver,Car,Car,1,1
1370,1900-01-00 22:50,40,Vehicle Driver,Car,Car,1,1
1035,1900-01-00 17:15,55,Vehicle Passenger,Car,Car,1,1
1370,1900-01-00 22:50,40,Vehicle Passenger,Car,Car,1,1
1040,1900-01-00 17:20,31,Train,Train,PT,4,3+
1230,1900-01-00 20:30,50,Train,Train,PT,3,3+
780,1900-01-00 13:00,5,Walking,Walking,Walking,1,1
1165,1900-01-00 19:25,10,Vehicle Passenger,Car,Car,1,1
1290,1900-01-00 21:30,10,Vehicle Passenger,Car,Car,1,1
540,1900-01-00 9:00,10,Walking,Walking,Walking,1,1
1165,1900-01-00 19:25,10,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,10,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,70,Vehicle Driver,Car,Car,1,1
815,1900-01-00 13:35,5,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,15,Walking,Walking,Walking,1,1
480,1900-01-00 8:00,45,Walking,Walking,Walking,1,1
1050,1900-01-00 17:30,15,Walking,Walking,Walking,1,1
1230,1900-01-00 20:30,5,Walking,Walking,Walking,1,1
950,1900-01-00 15:50,7,Vehicle Driver,Car,Car,1,1
990,1900-01-00 16:30,5,Vehicle Driver,Car,Car,1,1
480,1900-01-00 8:00,10,Walking,Walking,Walking,1,1
950,1900-01-00 15:50,10,Vehicle Driver,Car,Car,1,1
1160,1900-01-00 19:20,10,Walking,Walking,Walking,1,1
660,1900-01-00 11:00,5,Walking,Walking,Walking,1,1
840,1900-01-00 14:00,5,Walking,Walking,Walking,1,1
660,1900-01-00 11:00,5,Walking,Walking,Walking,1,1
840,1900-01-00 14:00,5,Walking,Walking,Walking,1,1
660,1900-01-00 11:00,5,Walking,Walking,Walking,1,1
840,1900-01-00 14:00,5,Walking,Walking,Walking,1,1
660,1900-01-00 11:00,15,Walking,Walking,Walking,1,1
765,1900-01-00 12:45,15,Walking,Walking,Walking,1,1
800,1900-01-00 13:20,15,Walking,Walking,Walking,1,1
1040,1900-01-00 17:20,26,Tram,Tram,PT,3,3+
1220,1900-01-00 20:20,48,Train,Train,PT,3,3+
750,1900-01-00 12:30,1,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,1,Vehicle Passenger,Car,Car,1,1
1155,1900-01-00 19:15,10,Walking,Walking,Walking,1,1
1255,1900-01-00 20:55,10,Walking,Walking,Walking,1,1
1155,1900-01-00 19:15,10,Walking,Walking,Walking,1,1
1255,1900-01-00 20:55,10,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,30,Tram,Tram,PT,3,3+
635,1900-01-00 10:35,25,Vehicle Driver,Car,Car,1,1
675,1900-01-00 11:15,30,Vehicle Driver,Car,Car,1,1
1030,1900-01-00 17:10,30,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Driver,Car,Car,1,1
1030,1900-01-00 17:10,30,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Passenger,Car,Car,1,1
1030,1900-01-00 17:10,30,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,31,Walking,Walking,Walking,1,1
635,1900-01-00 10:35,90,Tram,Tram,PT,5,3+
840,1900-01-00 14:00,120,Tram,Tram,PT,5,3+
840,1900-01-00 14:00,10,Vehicle Driver,Car,Car,1,1
1005,1900-01-00 16:45,15,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,15,Vehicle Driver,Car,Car,1,1
705,1900-01-00 11:45,5,Vehicle Driver,Car,Car,1,1
710,1900-01-00 11:50,2,Walking,Walking,Walking,1,1
735,1900-01-00 12:15,30,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,4,Walking,Walking,Walking,1,1
795,1900-01-00 13:15,4,Walking,Walking,Walking,1,1
710,1900-01-00 11:50,2,Walking,Walking,Walking,1,1
735,1900-01-00 12:15,30,Vehicle Passenger,Car,Car,1,1
710,1900-01-00 11:50,2,Walking,Walking,Walking,1,1
735,1900-01-00 12:15,30,Vehicle Passenger,Car,Car,1,1
710,1900-01-00 11:50,2,Walking,Walking,Walking,1,1
735,1900-01-00 12:15,30,Vehicle Passenger,Car,Car,1,1
710,1900-01-00 11:50,2,Walking,Walking,Walking,1,1
735,1900-01-00 12:15,30,Vehicle Passenger,Car,Car,1,1
845,1900-01-00 14:05,5,Walking,Walking,Walking,1,1
845,1900-01-00 14:05,5,Walking,Walking,Walking,1,1
753,1900-01-00 12:33,10,Walking,Walking,Walking,1,1
570,1900-01-00 9:30,65,Vehicle Driver,Car,Car,1,1
900,1900-01-00 15:00,75,Vehicle Driver,Car,Car,1,1
510,1900-01-00 8:30,30,Walking,Walking,Walking,1,1
600,1900-01-00 10:00,30,Walking,Walking,Walking,1,1
645,1900-01-00 10:45,30,Tram,Tram,PT,3,3+
855,1900-01-00 14:15,30,Tram,Tram,PT,3,3+
1080,1900-01-00 18:00,75,Train,Train,PT,3,3+
1230,1900-01-00 20:30,5,Walking,Walking,Walking,1,1
1275,1900-01-00 21:15,15,Walking,Walking,Walking,1,1
1335,1900-01-00 22:15,50,Train,Train,PT,3,3+
960,1900-01-00 16:00,2,Walking,Walking,Walking,1,1
1075,1900-01-00 17:55,5,Walking,Walking,Walking,1,1
820,1900-01-00 13:40,20,Vehicle Passenger,Car,Car,1,1
855,1900-01-00 14:15,15,Vehicle Passenger,Car,Car,1,1
820,1900-01-00 13:40,20,Vehicle Passenger,Car,Car,1,1
855,1900-01-00 14:15,15,Vehicle Passenger,Car,Car,1,1
450,1900-01-00 7:30,5,Vehicle Driver,Car,Car,1,1
465,1900-01-00 7:45,5,Vehicle Driver,Car,Car,1,1
510,1900-01-00 8:30,15,Vehicle Driver,Car,Car,1,1
600,1900-01-00 10:00,15,Vehicle Driver,Car,Car,1,1
1155,1900-01-00 19:15,5,Walking,Walking,Walking,1,1
1255,1900-01-00 20:55,5,Walking,Walking,Walking,1,1
510,1900-01-00 8:30,15,Vehicle Passenger,Car,Car,1,1
600,1900-01-00 10:00,15,Vehicle Passenger,Car,Car,1,1
1110,1900-01-00 18:30,10,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,10,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,10,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,10,Vehicle Passenger,Car,Car,1,1
555,1900-01-00 9:15,60,Vehicle Driver,Car,Car,1,1
555,1900-01-00 9:15,60,Vehicle Passenger,Car,Car,1,1
555,1900-01-00 9:15,60,Vehicle Passenger,Car,Car,1,1
555,1900-01-00 9:15,60,Vehicle Passenger,Car,Car,1,1
970,1900-01-00 16:10,40,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,30,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,15,Vehicle Driver,Car,Car,1,1
785,1900-01-00 13:05,25,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,15,Vehicle Passenger,Car,Car,1,1
785,1900-01-00 13:05,25,Vehicle Passenger,Car,Car,1,1
990,1900-01-00 16:30,15,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,1,Walking,Walking,Walking,1,1
990,1900-01-00 16:30,1,Walking,Walking,Walking,1,1
765,1900-01-00 12:45,15,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,20,Vehicle Passenger,Car,Car,1,1
705,1900-01-00 11:45,10,Bicycle,Bicycle,Bicycle,1,1
730,1900-01-00 12:10,10,Bicycle,Bicycle,Bicycle,1,1
765,1900-01-00 12:45,15,Vehicle Driver,Car,Car,1,1
1140,1900-01-00 19:00,20,Vehicle Passenger,Car,Car,1,1
705,1900-01-00 11:45,10,Bicycle,Bicycle,Bicycle,1,1
730,1900-01-00 12:10,10,Bicycle,Bicycle,Bicycle,1,1
765,1900-01-00 12:45,15,Vehicle Passenger,Car,Car,1,1
1140,1900-01-00 19:00,20,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,20,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,10,Walking,Walking,Walking,1,1
780,1900-01-00 13:00,60,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,30,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,1,Vehicle Driver,Car,Car,1,1
1245,1900-01-00 20:45,1,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,1,Vehicle Passenger,Car,Car,1,1
1245,1900-01-00 20:45,1,Vehicle Passenger,Car,Car,1,1
650,1900-01-00 10:50,10,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,10,Vehicle Driver,Car,Car,1,1
1426,1900-01-00 23:46,22,Vehicle Driver,Car,Car,1,1
1547,1900-01-01 1:47,24,Vehicle Driver,Car,Car,1,1
794,1900-01-00 13:14,12,Vehicle Passenger,Car,Car,1,1
872,1900-01-00 14:32,13,Vehicle Driver,Car,Car,1,1
899,1900-01-00 14:59,12,Vehicle Driver,Car,Car,1,1
1091,1900-01-00 18:11,15,Vehicle Passenger,Car,Car,1,1
1151,1900-01-00 19:11,22,Vehicle Passenger,Car,Car,1,1
1331,1900-01-00 22:11,22,Vehicle Passenger,Car,Car,1,1
1426,1900-01-00 23:46,22,Vehicle Passenger,Car,Car,1,1
1547,1900-01-01 1:47,24,Vehicle Passenger,Car,Car,1,1
1065,1900-01-00 17:45,30,Vehicle Driver,Car,Car,1,1
1370,1900-01-00 22:50,25,Vehicle Driver,Car,Car,1,1
1065,1900-01-00 17:45,30,Vehicle Driver,Car,Car,1,1
1370,1900-01-00 22:50,25,Vehicle Driver,Car,Car,1,1
722,1900-01-00 12:02,4,Walking,Walking,Walking,1,1
840,1900-01-00 14:00,5,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,2,Walking,Walking,Walking,1,1
480,1900-01-00 8:00,5,Vehicle Driver,Car,Car,1,1
480,1900-01-00 8:00,5,Vehicle Passenger,Car,Car,1,1
1082,1900-01-00 18:02,25,Vehicle Passenger,Car,Car,1,1
1082,1900-01-00 18:02,25,Vehicle Driver,Car,Car,1,1
710,1900-01-00 11:50,5,Vehicle Driver,Car,Car,1,1
610,1900-01-00 10:10,10,Vehicle Driver,Car,Car,1,1
650,1900-01-00 10:50,10,Vehicle Driver,Car,Car,1,1
610,1900-01-00 10:10,10,Vehicle Passenger,Car,Car,1,1
650,1900-01-00 10:50,10,Vehicle Passenger,Car,Car,1,1
1030,1900-01-00 17:10,20,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Driver,Car,Car,1,1
830,1900-01-00 13:50,10,Vehicle Driver,Car,Car,1,1
900,1900-01-00 15:00,30,Walking,Walking,Walking,1,1
1090,1900-01-00 18:10,10,Vehicle Driver,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Driver,Car,Car,1,1
830,1900-01-00 13:50,10,Vehicle Passenger,Car,Car,1,1
900,1900-01-00 15:00,30,Walking,Walking,Walking,1,1
1090,1900-01-00 18:10,10,Vehicle Passenger,Car,Car,1,1
1260,1900-01-00 21:00,15,Vehicle Passenger,Car,Car,1,1
725,1900-01-00 12:05,3,Walking,Walking,Walking,1,1
1005,1900-01-00 16:45,80,Vehicle Driver,Car,Car,1,1
1312,1900-01-00 21:52,31,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,1,Walking,Walking,Walking,1,1
1068,1900-01-00 17:48,45,Vehicle Driver,Car,Car,1,1
1215,1900-01-00 20:15,18,Vehicle Passenger,Car,Car,1,1
1010,1900-01-00 16:50,10,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,5,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,5,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,15,Walking,Walking,Walking,1,1
1140,1900-01-00 19:00,5,Walking,Walking,Walking,1,1
1200,1900-01-00 20:00,10,Walking,Walking,Walking,1,1
520,1900-01-00 8:40,20,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,15,Vehicle Driver,Car,Car,1,1
555,1900-01-00 9:15,10,Walking,Walking,Walking,1,1
795,1900-01-00 13:15,10,Walking,Walking,Walking,1,1
870,1900-01-00 14:30,10,Walking,Walking,Walking,1,1
735,1900-01-00 12:15,10,Walking,Walking,Walking,1,1
795,1900-01-00 13:15,10,Walking,Walking,Walking,1,1
870,1900-01-00 14:30,10,Walking,Walking,Walking,1,1
555,1900-01-00 9:15,10,Walking,Walking,Walking,1,1
795,1900-01-00 13:15,10,Walking,Walking,Walking,1,1
870,1900-01-00 14:30,10,Walking,Walking,Walking,1,1
750,1900-01-00 12:30,5,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,10,Walking,Walking,Walking,1,1
420,1900-01-00 7:00,8,Vehicle Passenger,Car,Car,1,1
1170,1900-01-00 19:30,20,Walking,Walking,Walking,1,1
710,1900-01-00 11:50,20,Vehicle Driver,Car,Car,1,1
690,1900-01-00 11:30,28,Tram,Tram,PT,3,3+
778,1900-01-00 12:58,32,Tram,Tram,PT,3,3+
575,1900-01-00 9:35,25,Vehicle Driver,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Driver,Car,Car,1,1
820,1900-01-00 13:40,5,Vehicle Driver,Car,Car,1,1
955,1900-01-00 15:55,5,Vehicle Driver,Car,Car,1,1
575,1900-01-00 9:35,25,Vehicle Passenger,Car,Car,1,1
750,1900-01-00 12:30,30,Vehicle Passenger,Car,Car,1,1
645,1900-01-00 10:45,5,Walking,Walking,Walking,1,1
840,1900-01-00 14:00,5,Walking,Walking,Walking,1,1
755,1900-01-00 12:35,15,Vehicle Driver,Car,Car,3,3+
585,1900-01-00 9:45,10,Vehicle Driver,Car,Car,1,1
630,1900-01-00 10:30,15,Vehicle Driver,Car,Car,1,1
1065,1900-01-00 17:45,5,Walking,Walking,Walking,1,1
1080,1900-01-00 18:00,15,Vehicle Driver,Car,Car,2,2
1110,1900-01-00 18:30,20,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,20,Vehicle Passenger,Car,Car,1,1
1110,1900-01-00 18:30,20,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,20,Vehicle Passenger,Car,Car,1,1
1110,1900-01-00 18:30,20,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,20,Vehicle Passenger,Car,Car,1,1
660,1900-01-00 11:00,2,Walking,Walking,Walking,1,1
690,1900-01-00 11:30,2,Walking,Walking,Walking,1,1
420,1900-01-00 7:00,5,Vehicle Driver,Car,Car,1,1
430,1900-01-00 7:10,5,Vehicle Driver,Car,Car,1,1
510,1900-01-00 8:30,5,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,10,Vehicle Driver,Car,Car,1,1
975,1900-01-00 16:15,5,Vehicle Driver,Car,Car,1,1
665,1900-01-00 11:05,5,Vehicle Driver,Car,Car,1,1
698,1900-01-00 11:38,7,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,15,Vehicle Driver,Car,Car,1,1
1155,1900-01-00 19:15,15,Vehicle Driver,Car,Car,1,1
665,1900-01-00 11:05,5,Vehicle Driver,Car,Car,1,1
698,1900-01-00 11:38,7,Vehicle Passenger,Car,Car,1,1
665,1900-01-00 11:05,5,Vehicle Passenger,Car,Car,1,1
698,1900-01-00 11:38,7,Vehicle Passenger,Car,Car,1,1
665,1900-01-00 11:05,5,Vehicle Passenger,Car,Car,1,1
698,1900-01-00 11:38,7,Vehicle Passenger,Car,Car,1,1
705,1900-01-00 11:45,15,Vehicle Driver,Car,Car,1,1
795,1900-01-00 13:15,10,Vehicle Driver,Car,Car,1,1
525,1900-01-00 8:45,7,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,15,Vehicle Passenger,Car,Car,1,1
550,1900-01-00 9:10,20,Vehicle Driver,Car,Car,1,1
570,1900-01-00 9:30,5,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,5,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,5,Walking,Walking,Walking,1,1
875,1900-01-00 14:35,5,Walking,Walking,Walking,1,1
510,1900-01-00 8:30,15,Vehicle Passenger,Car,Car,1,1
570,1900-01-00 9:30,10,Vehicle Passenger,Car,Car,1,1
720,1900-01-00 12:00,35,Vehicle Driver,Car,Car,1,1
825,1900-01-00 13:45,10,Vehicle Driver,Car,Car,1,1
1080,1900-01-00 18:00,30,Vehicle Driver,Car,Car,1,1
1320,1900-01-00 22:00,30,Vehicle Driver,Car,Car,1,1
1170,1900-01-00 19:30,15,Walking,Walking,Walking,1,1
1290,1900-01-00 21:30,15,Walking,Walking,Walking,1,1
1110,1900-01-00 18:30,5,Vehicle Driver,Car,Car,1,1
1290,1900-01-00 21:30,15,Walking,Walking,Walking,1,1
630,1900-01-00 10:30,15,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,45,Vehicle Driver,Car,Car,1,1
960,1900-01-00 16:00,45,Vehicle Driver,Car,Car,1,1
1025,1900-01-00 17:05,10,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,15,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Passenger,Car,Car,1,1
1110,1900-01-00 18:30,15,Vehicle Driver,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Driver,Car,Car,1,1
780,1900-01-00 13:00,60,Vehicle Driver,Car,Car,1,1
660,1900-01-00 11:00,5,Vehicle Driver,Car,Car,1,1
480,1900-01-00 8:00,35,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,5,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,45,Vehicle Driver,Car,Car,1,1
1125,1900-01-00 18:45,45,Vehicle Driver,Car,Car,1,1
1365,1900-01-00 22:45,45,Vehicle Driver,Car,Car,1,1
870,1900-01-00 14:30,8,Vehicle Driver,Car,Car,1,1
1120,1900-01-00 18:40,25,Vehicle Driver,Car,Car,1,1
1155,1900-01-00 19:15,10,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,40,Vehicle Driver,Car,Car,1,1
1120,1900-01-00 18:40,65,Vehicle Driver,Car,Car,1,1
655,1900-01-00 10:55,15,Vehicle Passenger,Car,Car,1,1
1065,1900-01-00 17:45,15,Vehicle Driver,Car,Car,1,1
1320,1900-01-00 22:00,10,Vehicle Driver,Car,Car,1,1
1340,1900-01-00 22:20,25,Vehicle Driver,Car,Car,1,1
655,1900-01-00 10:55,15,Vehicle Driver,Car,Car,1,1
1029,1900-01-00 17:09,23,Vehicle Driver,Car,Car,1,1
1068,1900-01-00 17:48,32,Vehicle Driver,Car,Car,1,1
1029,1900-01-00 17:09,23,Vehicle Passenger,Car,Car,1,1
1265,1900-01-00 21:05,23,Vehicle Passenger,Car,Car,1,1
735,1900-01-00 12:15,5,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,60,Vehicle Driver,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,5,Vehicle Driver,Car,Car,1,1
745,1900-01-00 12:25,15,Vehicle Driver,Car,Car,1,1
840,1900-01-00 14:00,15,Walking,Walking,Walking,1,1
855,1900-01-00 14:15,15,Vehicle Driver,Car,Car,1,1
1110,1900-01-00 18:30,15,Vehicle Driver,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Driver,Car,Car,1,1
720,1900-01-00 12:00,5,Vehicle Passenger,Car,Car,1,1
745,1900-01-00 12:25,15,Vehicle Passenger,Car,Car,1,1
840,1900-01-00 14:00,15,Walking,Walking,Walking,1,1
855,1900-01-00 14:15,15,Vehicle Passenger,Car,Car,1,1
1110,1900-01-00 18:30,15,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Passenger,Car,Car,1,1
780,1900-01-00 13:00,20,Vehicle Driver,Car,Car,1,1
1050,1900-01-00 17:30,30,Vehicle Driver,Car,Car,1,1
1230,1900-01-00 20:30,30,Vehicle Driver,Car,Car,1,1
1100,1900-01-00 18:20,10,Vehicle Driver,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Driver,Car,Car,1,1
1100,1900-01-00 18:20,10,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Passenger,Car,Car,1,1
1100,1900-01-00 18:20,10,Vehicle Passenger,Car,Car,1,1
1200,1900-01-00 20:00,15,Vehicle Passenger,Car,Car,1,1
655,1900-01-00 10:55,5,Vehicle Driver,Car,Car,1,1
1095,1900-01-00 18:15,45,Vehicle Driver,Car,Car,1,1
1180,1900-01-00 19:40,10,Vehicle Driver,Car,Car,1,1
765,1900-01-00 12:45,30,Tram,Tram,PT,3,3+
855,1900-01-00 14:15,25,Walking,Walking,Walking,1,1
935,1900-01-00 15:35,90,Tram,Tram,PT,3,3+
525,1900-01-00 8:45,5,Vehicle Driver,Car,Car,1,1
650,1900-01-00 10:50,10,Vehicle Driver,Car,Car,1,1
935,1900-01-00 15:35,10,Vehicle Driver,Car,Car,1,1
880,1900-01-00 14:40,5,Walking,Walking,Walking,1,1
880,1900-01-00 14:40,5,Walking,Walking,Walking,1,1
630,1900-01-00 10:30,30,Vehicle Driver,Car,Car,1,1
810,1900-01-00 13:30,30,Vehicle Driver,Car,Car,1,1
680,1900-01-00 11:20,15,Vehicle Passenger,Car,Car,1,1
835,1900-01-00 13:55,22,Vehicle Passenger,Car,Car,1,1
868,1900-01-00 14:28,14,Vehicle Passenger,Car,Car,1,1
420,1900-01-00 7:00,5,Vehicle Driver,Car,Car,1,1
480,1900-01-00 8:00,30,Vehicle Driver,Car,Car,1,1
1020,1900-01-00 17:00,30,Vehicle Driver,Car,Car,1,1
1195,1900-01-00 19:55,5,Vehicle Driver,Car,Car,1,1
360,1900-01-00 6:00,30,Vehicle Driver,Car,Car,1,1
455,1900-01-00 7:35,5,Vehicle Driver,Car,Car,1,1
525,1900-01-00 8:45,135,Walking,Walking,Walking,2,2
655,1900-01-00 10:55,5,Walking,Walking,Walking,1,1
669,1900-01-00 11:09,61,Train,Train,PT,4,3+
840,1900-01-00 14:00,95,Train,Train,PT,5,3+
990,1900-01-00 16:30,15,Vehicle Driver,Car,Car,1,1
1010,1900-01-00 16:50,10,Vehicle Driver,Car,Car,1,1
655,1900-01-00 10:55,5,Walking,Walking,Walking,1,1
